Month,Temperature_C,Humidity_PRC,Leaf_Wetness_Hr,Rainfall_mm,Wind_Speed_ms,UV_Index,Light_Intensity_Lux,Disease_Type
5,12.54,87.74,7.89,0.33,1.4,2.0,14501.0,Apple Scab
12,18.7,60.97,1.42,0.7,3.38,9.1,18066.0,Healthy
4,24.0,85.66,6.52,2.94,3.33,3.4,10376.0,Fire Blight
6,29.12,83.5,9.84,1.37,2.95,9.0,14387.0,Alternaria
6,18.19,81.88,14.59,8.83,1.96,3.1,500.0,Apple Scab
4,15.13,82.41,7.0,0.84,2.67,2.9,16701.0,Apple Scab
9,22.48,89.48,14.5,1.52,4.21,7.0,14592.0,Alternaria
10,16.37,37.12,0.79,0.65,3.86,9.7,20249.0,Healthy
8,25.96,82.43,10.89,1.15,2.05,6.5,14222.0,Alternaria
5,13.86,88.83,8.4,5.04,4.4,3.1,6095.0,Apple Scab
4,19.13,94.39,12.18,3.85,4.52,1.5,7989.0,Cedar Apple Rust
4,19.09,89.5,9.03,2.15,1.68,2.1,11232.0,Apple Scab
4,26.01,85.99,7.62,2.76,3.78,4.1,11490.0,Fire Blight
6,13.62,81.47,11.48,6.3,3.79,2.9,3397.0,Apple Scab
11,31.42,40.33,2.93,1.16,1.99,8.7,19964.0,Healthy
7,26.85,90.92,15.39,0.86,0.91,8.7,14392.0,Alternaria
8,23.08,54.43,0.89,0.34,3.94,3.7,17873.0,Powdery Mildew
5,18.73,89.23,11.28,5.93,1.37,2.6,3834.0,Apple Scab
7,26.53,86.79,14.78,0.26,1.25,7.0,14409.0,Alternaria
7,24.05,93.12,13.95,1.76,0.65,7.1,11130.0,Alternaria
4,21.19,95.83,8.28,6.87,1.9,3.5,1199.0,Cedar Apple Rust
5,19.87,89.33,7.58,2.62,5.61,5.2,9665.0,Fire Blight
5,24.34,94.06,4.46,2.53,4.07,3.3,10607.0,Fire Blight
9,25.01,88.79,15.65,0.74,2.73,6.1,15367.0,Alternaria
4,18.75,93.01,10.15,3.58,2.26,2.1,8735.0,Cedar Apple Rust
4,21.82,94.72,7.31,3.93,1.34,3.1,4462.0,Cedar Apple Rust
9,22.89,79.9,15.38,0.39,3.36,5.6,17440.0,Alternaria
5,18.41,79.41,6.8,1.49,1.72,4.0,13431.0,Fire Blight
5,15.53,80.94,10.04,6.99,3.56,2.9,2252.0,Apple Scab
4,16.78,86.34,9.98,3.55,1.11,2.6,8263.0,Apple Scab
6,13.56,90.2,9.97,0.92,2.97,2.0,13802.0,Apple Scab
5,17.41,89.02,8.12,7.24,4.35,1.4,3358.0,Apple Scab
6,24.11,94.11,5.84,4.12,5.56,1.1,9213.0,Cedar Apple Rust
4,12.21,83.75,11.27,0.32,1.5,1.5,15627.0,Apple Scab
4,18.76,96.32,6.97,4.54,0.76,1.6,4768.0,Cedar Apple Rust
4,12.89,95.39,10.96,3.49,1.3,1.7,8219.0,Apple Scab
8,19.86,76.04,1.67,0.02,1.48,2.2,17567.0,Powdery Mildew
5,18.91,94.48,8.27,7.05,1.58,2.6,1256.0,Cedar Apple Rust
4,25.98,83.79,3.44,1.65,0.97,6.8,13189.0,Fire Blight
5,19.37,76.32,1.72,0.41,2.71,3.4,17811.0,Powdery Mildew
5,14.4,88.83,7.95,2.48,0.58,1.5,11515.0,Apple Scab
5,37.74,54.38,0.69,1.16,3.58,2.7,17362.0,Healthy
6,23.16,94.62,7.72,10.59,1.76,4.0,500.0,Cedar Apple Rust
6,21.18,94.48,4.21,1.89,3.22,1.9,10984.0,Cedar Apple Rust
4,23.45,85.97,3.69,2.55,4.45,5.7,12055.0,Fire Blight
5,20.33,73.6,0.81,0.56,1.24,2.2,15437.0,Healthy
5,24.8,85.23,5.7,2.04,5.93,6.6,12783.0,Fire Blight
6,15.48,61.14,1.86,0.32,2.25,5.0,18176.0,Powdery Mildew
6,15.92,86.28,8.36,2.19,2.67,3.1,13307.0,Apple Scab
6,15.8,89.6,7.94,4.94,5.25,2.9,8243.0,Apple Scab
6,30.19,88.41,8.94,0.66,0.84,6.7,15665.0,Alternaria
6,15.4,73.32,0.03,0.38,0.55,3.5,17087.0,Powdery Mildew
6,17.01,87.79,11.45,19.18,3.26,1.4,500.0,Apple Scab
5,24.21,68.22,0.08,0.94,2.03,2.1,18156.0,Powdery Mildew
7,10.42,52.47,0.61,0.35,4.11,2.2,19648.0,Healthy
6,14.56,85.91,11.55,0.54,1.52,1.9,15498.0,Apple Scab
8,14.26,61.76,0.8,0.28,5.04,5.7,19102.0,Powdery Mildew
5,22.98,80.12,4.12,3.72,3.74,5.4,10171.0,Fire Blight
6,25.26,95.59,12.33,1.12,3.31,7.8,10739.0,Alternaria
5,23.59,71.93,1.13,0.4,0.63,5.6,16294.0,Powdery Mildew
6,16.5,90.91,8.91,0.6,5.62,1.0,15450.0,Apple Scab
6,14.97,89.23,9.1,3.39,3.33,1.3,9833.0,Apple Scab
7,26.24,70.58,0.44,0.5,1.88,5.2,17293.0,Powdery Mildew
10,16.72,45.47,2.49,1.4,4.6,5.6,18476.0,Healthy
9,14.24,69.55,2.8,0.03,3.96,8.4,19278.0,Healthy
6,31.0,88.6,15.91,0.36,4.79,7.4,14037.0,Alternaria
5,19.16,95.29,11.45,9.55,5.28,3.1,500.0,Cedar Apple Rust
4,22.33,86.89,9.27,2.94,1.85,4.3,8587.0,Fire Blight
7,37.98,43.29,0.85,0.45,1.59,7.5,21206.0,Healthy
8,26.86,92.1,11.58,0.51,2.41,5.8,13555.0,Alternaria
10,12.68,46.83,0.43,0.68,2.1,5.2,19993.0,Healthy
5,14.79,89.49,11.82,2.73,3.96,2.5,11627.0,Apple Scab
6,7.13,55.95,1.39,0.52,3.23,5.0,18694.0,Healthy
6,23.45,41.81,0.39,0.82,5.1,4.5,18067.0,Healthy
8,31.24,25.49,0.79,0.99,5.11,3.4,21297.0,Healthy
11,11.87,31.86,1.91,3.9,2.02,9.3,14191.0,Healthy
5,22.53,99.81,11.26,4.89,3.92,2.3,4891.0,Cedar Apple Rust
5,13.72,88.86,11.89,1.98,5.75,1.6,11948.0,Apple Scab
6,26.22,92.64,11.49,2.81,4.83,8.7,11824.0,Alternaria
4,22.43,97.39,6.64,7.67,2.19,1.1,500.0,Cedar Apple Rust
11,7.94,32.87,0.72,0.85,3.28,4.2,20287.0,Healthy
7,28.22,78.05,8.96,2.74,2.09,5.5,12750.0,Alternaria
5,21.74,95.75,8.46,4.7,1.8,2.9,5469.0,Cedar Apple Rust
8,28.64,68.79,0.49,0.45,4.49,7.7,17890.0,Healthy
8,18.62,77.5,1.57,0.01,3.09,3.2,17660.0,Powdery Mildew
5,20.53,67.01,1.52,0.19,3.49,2.2,17920.0,Powdery Mildew
5,19.62,88.43,6.5,3.15,3.87,5.8,11525.0,Fire Blight
8,20.86,85.39,13.17,0.53,5.89,7.7,13755.0,Alternaria
4,14.66,92.53,10.87,6.3,5.32,1.3,4084.0,Apple Scab
7,24.9,67.12,0.71,0.26,0.88,2.6,17056.0,Powdery Mildew
8,26.79,58.26,1.42,0.01,1.31,4.4,19670.0,Powdery Mildew
5,16.49,89.86,8.19,4.16,5.72,1.2,6968.0,Apple Scab
4,25.3,84.38,2.9,3.74,1.12,3.7,8915.0,Fire Blight
6,29.41,84.13,8.9,0.84,5.35,5.6,14331.0,Alternaria
4,23.58,88.21,4.52,1.12,4.34,4.9,14649.0,Fire Blight
11,17.65,61.03,1.25,1.02,2.95,9.4,16905.0,Healthy
7,28.21,82.83,9.36,2.1,2.61,7.2,11113.0,Alternaria
5,21.01,93.34,9.62,5.17,5.37,2.3,4436.0,Cedar Apple Rust
5,19.06,76.54,0.84,0.38,1.24,3.2,17467.0,Powdery Mildew
8,6.88,71.88,2.82,0.37,0.97,5.5,19245.0,Healthy
8,16.4,33.41,1.59,1.15,2.84,9.4,19399.0,Healthy
8,15.48,37.95,1.88,2.66,5.51,6.5,17044.0,Healthy
4,18.89,94.03,6.4,4.91,4.95,2.1,5577.0,Cedar Apple Rust
4,16.14,85.52,11.19,1.45,3.97,2.7,14297.0,Apple Scab
7,13.63,48.16,1.14,0.45,4.99,8.2,19841.0,Healthy
5,20.13,78.64,5.2,3.81,5.26,4.5,10370.0,Fire Blight
6,13.3,88.9,9.91,0.97,0.92,2.0,15082.0,Apple Scab
5,24.03,92.43,5.61,2.73,3.15,4.5,10037.0,Fire Blight
5,19.48,95.9,7.95,7.15,3.04,3.8,2359.0,Cedar Apple Rust
6,14.03,90.06,8.72,0.97,1.24,3.4,13440.0,Apple Scab
6,28.72,91.25,13.75,2.87,1.13,6.7,8976.0,Alternaria
4,19.77,81.92,2.63,3.14,5.35,6.2,11092.0,Fire Blight
5,20.7,91.82,6.76,4.53,5.69,2.0,6910.0,Cedar Apple Rust
5,16.13,91.47,10.88,2.63,5.7,1.7,11984.0,Cedar Apple Rust
5,20.09,94.14,6.91,6.84,0.8,2.4,2246.0,Cedar Apple Rust
5,18.7,95.23,10.42,5.62,1.28,4.0,4226.0,Cedar Apple Rust
5,21.51,93.42,6.93,3.31,3.96,2.6,9746.0,Cedar Apple Rust
8,22.4,79.73,0.5,0.12,0.92,4.3,18434.0,Powdery Mildew
5,24.05,86.62,3.5,2.46,1.85,6.8,14270.0,Fire Blight
7,23.38,36.52,0.41,0.46,2.03,6.8,21708.0,Healthy
11,34.81,42.39,0.08,0.68,2.04,7.5,18570.0,Healthy
4,14.01,85.05,9.75,2.35,2.83,3.1,10971.0,Apple Scab
3,8.49,34.96,0.75,0.04,2.41,6.0,21534.0,Healthy
7,24.06,56.82,1.55,0.59,2.99,4.5,18931.0,Powdery Mildew
6,20.18,95.33,11.53,0.93,2.43,2.2,13657.0,Cedar Apple Rust
4,13.81,91.95,9.55,3.15,4.18,3.7,12215.0,Apple Scab
6,19.0,97.94,9.16,6.96,2.56,2.9,2006.0,Cedar Apple Rust
6,18.57,95.39,6.98,1.84,1.84,2.1,12327.0,Cedar Apple Rust
6,19.54,98.6,5.53,6.48,3.22,2.8,2740.0,Cedar Apple Rust
6,19.18,93.29,6.87,5.64,2.94,1.8,3602.0,Cedar Apple Rust
5,22.35,93.73,10.76,8.73,4.85,3.4,500.0,Cedar Apple Rust
5,22.55,83.8,2.73,2.64,5.96,5.1,11176.0,Fire Blight
9,23.43,87.44,14.5,2.06,2.68,5.7,11020.0,Alternaria
6,23.32,66.04,0.18,0.19,2.27,4.1,17575.0,Powdery Mildew
4,24.4,87.03,4.4,0.68,2.31,6.3,12867.0,Fire Blight
5,11.62,85.69,10.62,3.26,5.25,2.3,9728.0,Apple Scab
6,15.83,91.1,7.03,0.42,0.63,3.7,13699.0,Apple Scab
5,17.42,85.41,3.66,0.81,4.79,6.0,14275.0,Fire Blight
5,22.33,84.6,4.44,1.35,3.34,6.9,13567.0,Fire Blight
4,15.3,92.98,11.07,2.9,2.51,1.2,9954.0,Apple Scab
6,25.88,36.22,1.87,0.54,3.72,5.4,18604.0,Healthy
4,17.97,85.68,6.23,1.75,2.58,3.8,12710.0,Fire Blight
7,23.55,75.86,1.54,0.33,5.66,3.6,17328.0,Powdery Mildew
5,26.16,93.54,1.64,3.9,3.46,6.6,6128.0,Fire Blight
7,19.88,54.15,1.67,1.21,5.0,5.4,15937.0,Healthy
6,18.29,93.85,4.99,3.72,4.33,3.0,8037.0,Cedar Apple Rust
7,17.45,69.02,0.52,0.84,1.74,5.4,15595.0,Powdery Mildew
5,17.47,64.9,0.74,0.2,4.94,3.5,17776.0,Powdery Mildew
4,21.9,95.71,7.1,4.95,4.41,3.0,5106.0,Cedar Apple Rust
1,19.44,65.82,1.97,0.22,5.23,3.8,17204.0,Healthy
6,16.74,89.98,12.13,1.22,5.9,1.8,13310.0,Apple Scab
7,-0.47,62.93,2.66,0.11,5.46,9.6,18532.0,Healthy
5,5.34,73.99,0.18,0.8,1.88,7.6,17687.0,Healthy
6,12.78,86.2,9.77,1.17,3.06,2.6,13795.0,Apple Scab
6,19.71,92.99,6.96,7.54,2.23,3.4,2184.0,Cedar Apple Rust
5,23.89,91.21,6.51,3.34,2.6,6.3,8786.0,Fire Blight
5,16.21,86.47,9.89,3.67,5.19,1.7,9921.0,Apple Scab
6,21.41,95.61,5.49,4.53,3.78,2.0,5674.0,Cedar Apple Rust
5,19.51,96.16,7.42,5.88,5.44,3.6,4446.0,Cedar Apple Rust
1,23.6,76.92,2.47,0.24,5.82,6.2,16571.0,Healthy
9,19.35,37.08,0.86,6.16,1.51,6.3,9110.0,Healthy
4,18.23,85.26,9.44,1.33,2.39,1.7,14073.0,Apple Scab
5,15.63,86.45,9.67,1.88,5.5,2.9,11641.0,Apple Scab
7,25.29,83.3,0.3,0.75,1.86,5.8,16221.0,Powdery Mildew
8,23.32,77.95,0.72,0.74,2.05,6.0,16368.0,Powdery Mildew
6,27.15,70.45,1.0,0.95,5.03,4.4,17374.0,Powdery Mildew
7,24.56,75.86,1.79,0.09,5.25,2.4,16266.0,Powdery Mildew
6,22.7,60.9,0.46,0.68,1.37,4.0,17579.0,Powdery Mildew
4,17.72,86.51,5.9,2.71,2.99,3.7,11878.0,Apple Scab
5,18.31,50.37,1.99,0.63,2.69,4.4,18583.0,Powdery Mildew
6,24.29,81.92,13.12,1.39,5.61,7.6,13944.0,Alternaria
6,17.69,61.3,0.35,0.47,4.69,3.8,19385.0,Powdery Mildew
6,20.61,80.99,0.55,0.8,4.98,3.0,15954.0,Powdery Mildew
5,19.28,95.77,8.84,3.38,2.35,1.1,9063.0,Cedar Apple Rust
4,23.57,91.38,5.71,2.55,5.17,6.7,10810.0,Fire Blight
6,19.99,60.27,1.97,0.83,2.18,4.7,16230.0,Powdery Mildew
6,18.37,72.78,1.56,0.82,1.36,4.0,16647.0,Powdery Mildew
6,17.16,93.34,7.3,3.81,4.26,1.2,9373.0,Cedar Apple Rust
6,31.06,82.69,9.28,2.91,1.76,8.6,11190.0,Alternaria
3,30.86,64.33,1.42,0.42,4.99,3.1,17190.0,Healthy
4,24.74,87.87,8.33,1.23,1.12,5.1,12990.0,Fire Blight
5,25.54,72.35,0.81,0.33,3.42,5.6,16826.0,Powdery Mildew
5,23.87,66.85,0.43,0.42,2.36,4.2,17231.0,Powdery Mildew
6,20.74,90.02,11.17,2.69,3.77,8.3,11047.0,Alternaria
4,31.08,92.81,4.46,2.77,1.57,4.4,11297.0,Fire Blight
1,12.02,47.48,1.38,0.21,2.35,5.4,21775.0,Healthy
7,24.55,64.81,1.79,0.11,1.65,5.4,17822.0,Powdery Mildew
4,17.95,96.62,6.34,6.57,4.78,2.9,3022.0,Cedar Apple Rust
6,13.15,90.92,11.25,3.05,3.14,2.2,8642.0,Apple Scab
4,20.28,92.74,7.62,5.15,4.33,3.1,5627.0,Cedar Apple Rust
5,15.08,86.41,10.31,6.51,3.83,2.1,4294.0,Apple Scab
6,17.76,88.75,9.98,1.88,1.78,3.3,12367.0,Apple Scab
4,13.86,89.35,8.37,3.13,0.79,3.7,8549.0,Apple Scab
4,20.79,92.27,9.77,4.93,3.89,3.8,4393.0,Cedar Apple Rust
5,23.62,56.3,0.9,0.48,5.09,3.9,17700.0,Powdery Mildew
5,13.61,86.6,12.48,3.19,4.01,2.5,9250.0,Apple Scab
4,15.48,88.85,9.49,1.08,2.61,2.2,12787.0,Apple Scab
6,17.64,94.12,9.46,6.77,2.28,2.3,2037.0,Cedar Apple Rust
5,30.34,91.88,7.68,1.55,3.14,3.4,13367.0,Fire Blight
4,17.43,87.29,8.58,4.92,5.61,3.3,6019.0,Apple Scab
7,20.47,64.88,1.45,0.09,5.1,3.8,18901.0,Powdery Mildew
3,1.62,61.89,2.38,0.19,3.09,7.3,17621.0,Healthy
8,26.01,86.13,13.36,2.93,3.3,8.8,11017.0,Alternaria
5,24.27,71.07,0.56,0.67,3.57,3.9,15861.0,Powdery Mildew
5,12.78,92.5,8.11,1.96,2.92,1.7,11329.0,Apple Scab
2,13.87,45.81,2.3,0.18,1.33,7.2,18932.0,Healthy
4,13.65,84.6,11.23,4.29,2.6,1.8,7217.0,Apple Scab
6,20.69,95.95,7.5,6.21,2.26,2.3,2709.0,Cedar Apple Rust
4,17.43,92.37,7.93,3.11,1.63,1.6,9526.0,Cedar Apple Rust
6,12.19,91.06,9.45,7.53,3.61,1.4,500.0,Apple Scab
4,18.38,93.76,7.23,7.11,5.07,2.1,2221.0,Cedar Apple Rust
5,21.58,96.47,8.73,5.71,2.0,1.9,4418.0,Cedar Apple Rust
6,24.28,85.65,12.06,1.04,5.42,6.8,14300.0,Alternaria
4,15.48,90.96,6.83,10.39,3.03,3.8,500.0,Apple Scab
3,37.41,33.14,2.39,1.28,3.63,7.7,20737.0,Healthy
7,18.52,57.51,0.02,0.81,2.32,2.9,16880.0,Powdery Mildew
7,25.58,87.36,7.02,2.27,1.57,7.3,10818.0,Alternaria
7,33.75,29.19,0.44,0.04,0.64,4.1,21078.0,Healthy
2,12.34,44.23,2.08,0.31,5.82,4.2,20363.0,Healthy
7,26.07,82.31,15.66,0.94,4.07,5.8,15407.0,Alternaria
10,6.82,30.38,0.45,0.11,2.39,5.1,21435.0,Healthy
4,25.45,90.83,2.33,3.5,5.56,5.7,8986.0,Fire Blight
8,20.86,22.08,2.73,1.39,0.57,4.6,18959.0,Healthy
5,15.07,85.66,9.49,5.74,1.23,1.4,5085.0,Apple Scab
4,23.17,79.67,2.83,2.71,3.66,4.7,13464.0,Fire Blight
6,23.76,84.72,1.29,0.03,3.72,4.5,16071.0,Powdery Mildew
10,11.52,72.79,0.72,3.45,4.07,7.5,9376.0,Healthy
5,21.22,88.93,4.7,1.27,2.81,3.4,12946.0,Fire Blight
5,20.53,95.36,7.89,8.75,4.48,2.5,500.0,Cedar Apple Rust
8,19.47,89.43,13.5,2.82,2.34,6.5,10205.0,Alternaria
6,30.24,71.5,0.11,0.07,5.33,4.3,17789.0,Powdery Mildew
12,18.11,39.56,0.75,0.63,1.08,9.6,19722.0,Healthy
9,22.05,96.19,11.84,2.37,4.17,6.1,9991.0,Alternaria
12,5.94,34.49,2.52,0.18,4.61,3.3,20579.0,Healthy
6,18.59,95.39,7.39,4.77,0.88,1.3,4350.0,Cedar Apple Rust
5,13.2,89.42,14.93,7.0,1.46,3.3,1764.0,Apple Scab
4,21.22,94.18,6.76,2.65,1.55,1.1,9840.0,Cedar Apple Rust
4,17.46,94.23,9.33,7.2,5.38,3.8,2739.0,Cedar Apple Rust
5,12.53,86.59,10.27,1.69,0.75,2.2,11071.0,Apple Scab
6,30.92,93.65,16.69,0.11,4.4,8.6,16295.0,Alternaria
4,14.97,83.39,14.37,1.28,0.79,2.3,13685.0,Apple Scab
5,22.49,71.23,0.31,0.21,1.78,3.8,18494.0,Powdery Mildew
4,16.39,63.25,1.84,1.16,0.76,8.8,18244.0,Healthy
9,27.58,88.24,8.38,2.25,3.97,6.2,10248.0,Alternaria
4,19.25,92.32,9.95,4.56,1.39,1.9,6065.0,Cedar Apple Rust
5,25.13,86.27,6.3,0.73,3.25,6.3,14211.0,Fire Blight
6,13.07,86.89,13.77,3.66,4.31,2.6,9550.0,Apple Scab
5,21.32,92.9,6.9,1.82,4.19,5.9,12482.0,Fire Blight
4,23.63,89.9,4.02,2.75,1.45,6.0,9846.0,Fire Blight
5,14.33,87.82,10.01,6.22,2.39,2.4,1931.0,Apple Scab
4,26.45,94.83,10.81,4.77,3.91,2.2,5866.0,Cedar Apple Rust
5,21.05,71.25,1.3,0.3,2.34,2.5,16864.0,Powdery Mildew
4,17.25,94.92,1.47,4.82,0.74,2.9,3987.0,Cedar Apple Rust
8,16.99,59.12,0.4,0.71,3.74,3.3,17122.0,Healthy
6,16.57,86.31,10.16,6.99,5.64,2.8,1740.0,Apple Scab
4,20.78,93.55,6.93,6.9,2.44,1.4,2514.0,Cedar Apple Rust
7,25.25,86.21,16.04,2.31,4.98,6.7,11798.0,Alternaria
5,12.28,86.68,13.27,2.57,4.97,3.0,11430.0,Apple Scab
5,26.03,86.81,9.27,0.76,5.98,5.7,13718.0,Fire Blight
6,21.9,92.25,8.37,5.78,2.54,2.9,1623.0,Cedar Apple Rust
9,27.01,87.67,16.64,2.36,1.68,6.1,10535.0,Alternaria
6,22.24,90.17,11.48,5.82,1.87,1.2,3386.0,Cedar Apple Rust
5,28.65,83.58,7.43,2.44,1.58,4.6,13417.0,Fire Blight
5,19.25,95.11,7.74,6.89,4.19,1.1,591.0,Cedar Apple Rust
4,20.05,82.2,5.9,2.75,3.33,4.0,11069.0,Fire Blight
5,28.0,90.17,2.12,1.17,5.77,6.9,12430.0,Fire Blight
5,17.01,56.08,1.84,0.43,1.77,4.8,17803.0,Powdery Mildew
5,23.82,80.49,2.06,2.78,4.4,5.3,12062.0,Fire Blight
5,15.12,85.68,8.93,2.82,5.56,2.6,9792.0,Apple Scab
4,21.07,77.59,5.25,2.77,5.48,6.4,12300.0,Fire Blight
5,29.98,86.97,4.95,3.05,2.67,4.0,11102.0,Fire Blight
8,24.09,86.97,11.91,0.72,3.35,8.9,13920.0,Alternaria
5,16.03,87.98,8.21,0.89,5.41,1.8,13578.0,Apple Scab
9,21.0,63.2,0.65,0.91,5.14,7.7,16600.0,Healthy
2,10.64,58.17,2.98,1.87,2.15,8.4,14133.0,Healthy
7,15.98,71.35,1.93,0.62,2.27,2.5,15975.0,Powdery Mildew
6,15.83,86.79,9.08,2.76,2.91,2.5,10550.0,Apple Scab
12,23.35,43.27,2.53,2.16,4.65,5.4,16559.0,Healthy
5,26.77,80.97,5.94,2.82,1.38,5.6,11862.0,Fire Blight
8,30.43,89.25,5.31,0.76,1.02,6.5,15034.0,Alternaria
5,19.28,91.46,8.77,4.16,5.86,1.6,6947.0,Cedar Apple Rust
6,11.82,87.81,10.74,5.54,4.09,1.1,7677.0,Apple Scab
3,20.33,53.86,1.24,0.14,3.15,3.5,19760.0,Healthy
5,21.99,83.26,3.97,0.8,3.74,5.9,15708.0,Fire Blight
7,25.92,76.66,1.62,0.94,1.66,4.8,14388.0,Powdery Mildew
7,17.55,89.34,10.2,1.51,2.12,8.8,12370.0,Alternaria
4,23.93,97.79,6.05,4.14,5.05,2.8,6575.0,Cedar Apple Rust
3,5.09,57.25,0.12,4.44,3.81,2.1,10141.0,Healthy
4,28.08,82.04,2.29,0.74,1.75,6.0,14721.0,Fire Blight
4,19.54,94.13,9.21,4.46,5.1,2.2,7652.0,Cedar Apple Rust
4,17.83,95.25,9.24,5.25,5.78,2.9,5783.0,Cedar Apple Rust
5,16.05,88.11,9.68,2.67,5.09,1.1,10140.0,Apple Scab
12,13.74,53.38,0.42,3.14,4.99,8.8,14295.0,Healthy
5,23.49,86.02,5.17,2.68,3.67,3.6,10322.0,Fire Blight
5,24.37,72.28,2.2,3.13,1.19,6.1,11508.0,Fire Blight
6,24.48,61.44,0.07,0.31,5.61,5.6,18373.0,Powdery Mildew
10,9.53,47.66,0.73,0.51,4.15,4.3,21130.0,Healthy
9,23.86,92.17,11.92,0.07,2.4,6.5,14549.0,Alternaria
4,16.85,93.95,5.17,6.16,1.73,1.8,1398.0,Cedar Apple Rust
8,20.95,52.66,1.78,0.7,0.92,5.2,19073.0,Powdery Mildew
8,25.98,82.63,10.93,2.07,2.5,8.0,12907.0,Alternaria
5,26.41,81.13,1.0,0.55,1.13,6.0,16794.0,Fire Blight
5,26.24,93.06,5.47,2.56,2.8,3.0,10328.0,Fire Blight
6,13.11,86.71,6.59,3.31,1.33,1.3,10657.0,Apple Scab
4,22.22,86.94,2.52,1.17,2.26,3.6,14837.0,Fire Blight
4,24.11,86.97,6.25,2.0,5.05,4.3,11849.0,Fire Blight
6,16.64,93.13,14.95,2.85,2.8,2.0,12115.0,Apple Scab
7,22.57,61.85,1.84,0.49,2.09,4.9,18905.0,Powdery Mildew
4,19.34,85.43,4.92,1.13,5.3,5.6,14811.0,Fire Blight
6,28.41,83.86,15.47,0.35,3.14,5.0,15676.0,Alternaria
5,24.62,94.17,9.48,6.33,4.73,1.4,4064.0,Cedar Apple Rust
2,3.25,38.1,0.85,1.17,2.33,5.3,19017.0,Healthy
4,16.52,91.64,10.42,2.21,4.65,2.1,12013.0,Apple Scab
4,20.04,95.11,7.23,3.49,3.75,2.6,9497.0,Cedar Apple Rust
5,18.91,77.9,0.3,0.97,5.96,5.5,15088.0,Powdery Mildew
4,22.29,79.29,3.89,3.6,2.81,3.5,11130.0,Fire Blight
3,13.1,43.97,1.7,0.96,2.98,5.5,18136.0,Healthy
12,33.7,64.6,0.19,0.64,4.83,3.7,18421.0,Healthy
5,17.66,96.45,7.49,7.05,1.48,1.5,1266.0,Cedar Apple Rust
5,20.14,54.77,0.22,0.62,2.6,4.9,18334.0,Powdery Mildew
5,20.39,92.06,6.55,4.41,4.05,1.6,7326.0,Cedar Apple Rust
6,19.81,53.99,0.65,0.17,4.66,2.3,19118.0,Powdery Mildew
5,15.71,96.31,9.4,5.83,5.36,3.5,5414.0,Cedar Apple Rust
5,21.82,93.31,10.48,6.4,1.61,3.1,1678.0,Cedar Apple Rust
4,15.09,91.29,10.08,8.15,1.22,2.2,500.0,Apple Scab
5,19.78,95.42,8.08,3.19,4.81,1.3,10578.0,Cedar Apple Rust
4,3.6,42.06,2.27,0.03,0.53,5.1,21108.0,Healthy
5,23.34,64.78,1.73,0.06,3.38,3.2,18572.0,Powdery Mildew
5,23.19,87.15,6.08,1.94,1.09,3.5,13089.0,Fire Blight
4,23.22,91.87,7.43,2.42,2.21,4.5,9855.0,Fire Blight
5,23.16,87.83,4.44,3.4,5.54,3.2,9981.0,Fire Blight
4,22.33,82.46,5.54,1.01,2.23,5.7,13260.0,Fire Blight
6,23.12,97.56,4.31,7.17,1.5,3.4,500.0,Cedar Apple Rust
6,14.5,84.64,8.87,3.48,4.87,2.1,8079.0,Apple Scab
6,12.36,19.04,2.23,0.39,3.71,7.5,23480.0,Healthy
9,24.03,42.82,2.5,0.74,0.55,7.2,18909.0,Healthy
4,12.09,90.16,8.91,10.84,1.5,2.5,500.0,Apple Scab
5,21.56,57.96,0.44,0.74,3.59,2.5,19340.0,Powdery Mildew
4,21.5,86.31,4.52,0.55,2.79,4.2,15964.0,Fire Blight
3,11.02,61.54,1.29,0.3,4.6,6.9,18792.0,Healthy
8,19.63,69.94,0.85,0.19,5.31,5.3,20181.0,Powdery Mildew
8,22.53,70.23,0.11,0.35,4.85,2.8,17574.0,Powdery Mildew
5,22.94,81.68,6.14,3.03,2.71,4.2,10329.0,Fire Blight
6,13.82,69.7,1.67,0.44,3.68,3.9,17999.0,Healthy
6,14.01,69.9,1.34,0.62,3.23,2.6,15716.0,Powdery Mildew
4,14.67,87.85,11.35,1.62,3.32,2.8,14134.0,Apple Scab
9,22.28,90.6,15.9,2.5,3.12,8.5,10551.0,Alternaria
5,21.7,94.36,0.84,0.59,4.51,5.1,14004.0,Fire Blight
4,17.36,88.96,11.51,3.67,2.78,2.9,7309.0,Apple Scab
6,16.06,94.84,4.65,2.28,5.6,2.6,9506.0,Cedar Apple Rust
3,18.81,56.69,2.13,1.13,3.44,8.0,17152.0,Healthy
6,16.32,88.28,7.9,10.29,0.89,3.6,500.0,Apple Scab
6,29.0,86.39,13.68,0.83,1.83,5.1,16297.0,Alternaria
12,10.2,53.19,2.24,0.91,2.8,7.1,19362.0,Healthy
6,29.01,60.68,0.02,2.45,0.79,7.2,15525.0,Healthy
7,27.11,89.22,12.18,0.14,5.89,7.0,15261.0,Alternaria
7,20.64,67.98,1.72,0.55,5.37,4.7,16538.0,Powdery Mildew
8,19.47,60.96,0.79,0.77,2.98,2.3,17914.0,Powdery Mildew
9,6.46,64.27,2.06,2.82,4.76,2.5,12448.0,Healthy
4,18.46,70.8,0.58,0.11,5.36,7.3,17033.0,Healthy
4,20.86,95.71,8.1,4.17,1.46,2.1,5809.0,Cedar Apple Rust
